% Model:              gan_lamb_eigen.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jun 20 2024, 11:04
% Table:              Eigenfrequencies (Study 1) 1 - 
% pitch (m)                                       Eigenfrequency (Hz)                               Angular frequency (rad/s)                         Damping ratio (1)                                 Quality factor (1)
2.25E-7                                           1.80928594199813E10+4.52318658529367E7i           1.1368078847249228E11+2.842001949434899E8i        0.0024999765628993128                             200.00187498563267
2.25E-7                                           1.8300560442576843E10+4.575111516373343E7i        1.1498581248595076E11+2.8746273458385104E8i       0.002499976562876988                              200.0018749874187
2.25E-7                                           1.8306986136234585E10+4.5767179297569595E7i       1.1502618630992952E11+2.87563668513543E8i         0.002499976562882015                              200.00187498701652
2.25E-7                                           1.830701421787046E10+4.5767249501126416E7i        1.1502636275205147E11+2.8756410961549973E8i       0.002499976562876875                              200.0018749874277
2.25E-7                                           1.8319800361456795E10+4.5799214660376966E7i       1.151067004615686E11+2.877649526344445E8i         0.0024999765628804633                             200.00187498714064
2.25E-7                                           1.8901635257327797E10+4.72537928082807E7i         1.1876247693050966E11+2.969043366814977E8i        0.0024999765628424585                             200.00187499018108
2.25E-7                                           1.9400141681525154E10+4.850005108045342E7i        1.2189468517056113E11+3.0473480834616435E8i       0.0024999765628817756                             200.00187498703568
2.25E-7                                           1.948722716507027E10+4.871776342889869E7i         1.2244185940124043E11+3.061027353751072E8i        0.0024999765628959314                             200.00187498590319
2.25E-7                                           1.9529527126894505E10+4.882351267216719E7i        1.2270763789986871E11+3.067671774666572E8i        0.0024999765628772835                             200.00187498739504
2.25E-7                                           1.9927722090667065E10+4.9818993732115336E7i       1.2520957064563736E11+3.13021969436099E8i         0.00249997655646596                               200.00187550031055
2.25E-7                                           1.995390721013447E10+4.988445511527254E7i         1.2537409660354172E11+3.1343327543693995E8i       0.0024999765060399167                             200.00187953446974
2.25E-7                                           1.9980280507417E10+4.9950388590247765E7i          1.2553980491752917E11+3.138475476781556E8i        0.0024999765383387383                             200.00187695051548
2.25E-7                                           2.0045914552292595E10+5.0114473110932045E7i       1.2595219578394229E11+3.148785211276547E8i        0.002499976560069899                              200.00187521199
2.25E-7                                           2.0118823560668964E10+5.0296744428855985E7i       1.2641029659413373E11+3.160237655943546E8i        0.002499976556907557                              200.00187546498213
2.25E-7                                           2.0589721155560284E10+5.1473982155071445E7i       1.2936903344354106E11+3.234205683787691E8i        0.002499976610306604                              200.00187119297834
2.25E-7                                           2.0621107448140438E10+5.1552448119106434E7i       1.2956623933592754E11+3.2391358457110745E8i       0.002499976645294731                              200.00186839387587
2.5E-7                                            2.0647418725603974-1052.2026288950588i            12.973155796789955-6611.184098049168i             -0.999998074686236                                -0.5000009626587354
2.5E-7                                            21.14985984996306-8477.767716690292i              132.88848865819534-53267.385555189874i            -0.9999968881407997                               -0.5000015559344421
2.5E-7                                            2.2014272753016925E9+5503533.791379315i           1.3831975510999985E10+3.457972265556087E7i        0.00249997656287673                               200.00187498743932
2.5E-7                                            3.9283836488136516E9+9820897.74170933i            2.4682762423190468E10+6.1706520394021235E7i       0.002499976562853582                              200.0018749892912
2.5E-7                                            4.394842221419032E9+1.0987036885111084E7i         2.7613608072992558E10+6.903358872597013E7i        0.0024999765629045456                             200.00187498521404
